age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
67,blue-collar,married,primary,no,-3543,yes,no,unknown,25,may,882,7,-1,5,unknown,yes
39,technician,married,tertiary,no,512,yes,no,unknown,18,nov,6,9,-1,2,unknown,no
80,entrepreneur,married,tertiary,no,3899,yes,yes,cellular,26,oct,307,1,-1,1,unknown,yes
46,technician,married,secondary,no,2058,no,no,cellular,19,jul,543,1,-1,2,unknown,no
59,blue-collar,single,secondary,no,976,yes,no,unknown,10,may,212,8,246,4,unknown,no
42,blue-collar,married,tertiary,no,-3394,yes,no,unknown,24,jun,1001,9,-1,2,unknown,no
42,management,married,secondary,no,316,no,no,unknown,22,jun,270,4,-1,3,failure,no
30,admin.,single,secondary,no,1740,yes,no,unknown,11,jun,45,2,193,4,unknown,no
92,blue-collar,married,secondary,no,-1675,no,no,unknown,17,may,839,3,-1,5,unknown,no
29,services,married,secondary,no,3264,yes,no,cellular,17,apr,20,5,-1,4,unknown,no
24,technician,single,tertiary,no,3955,no,no,unknown,3,nov,1,1,-1,2,unknown,no
91,admin.,divorced,secondary,no,-285,no,no,cellular,8,jul,125,2,146,4,unknown,no
61,technician,married,secondary,no,3477,yes,no,unknown,7,apr,57,1,-1,4,failure,no
52,technician,married,secondary,no,970,yes,yes,cellular,8,dec,41,7,-1,1,failure,no
75,technician,single,tertiary,no,4741,yes,no,unknown,15,may,102,5,-1,4,unknown,no
47,services,divorced,secondary,no,7402,no,no,cellular,15,aug,159,9,-1,4,unknown,no
27,services,married,tertiary,no,-1980,no,no,cellular,25,may,571,5,-1,1,unknown,yes
74,management,married,tertiary,no,3608,yes,yes,cellular,1,nov,361,3,-1,1,failure,no
31,services,married,secondary,no,5214,yes,yes,telephone,24,feb,331,3,-1,4,unknown,no
61,technician,married,tertiary,no,-1612,no,no,unknown,7,dec,336,9,-1,0,failure,no
92,admin.,divorced,secondary,no,-425,yes,yes,telephone,10,jul,241,2,-1,1,unknown,no
91,blue-collar,single,tertiary,no,-459,no,no,cellular,5,may,44,7,101,3,unknown,no
46,admin.,married,secondary,no,901,yes,no,cellular,1,may,136,8,-1,2,unknown,no
78,unemployed,single,secondary,no,230,yes,no,unknown,4,sep,237,9,-1,0,nonexistent,yes
65,management,single,secondary,no,705,yes,no,unknown,7,feb,36,1,110,0,unknown,no
55,services,married,secondary,no,3813,yes,no,unknown,11,apr,515,7,-1,0,unknown,no
28,technician,single,tertiary,no,-4387,no,no,cellular,9,jul,425,8,-1,3,unknown,no
47,unknown,married,tertiary,no,-1621,no,no,unknown,3,feb,522,7,-1,0,unknown,no
68,blue-collar,married,primary,no,3309,no,no,cellular,10,jun,62,8,-1,4,unknown,no
94,technician,married,secondary,no,2958,no,no,unknown,5,jun,453,9,-1,3,unknown,no
18,technician,married,secondary,no,-1875,no,no,cellular,20,jan,35,8,11,3,success,no
73,admin.,divorced,secondary,no,2979,no,no,cellular,19,may,473,7,73,1,unknown,yes
84,student,married,primary,no,5280,no,no,cellular,2,jan,537,2,-1,1,unknown,no
92,entrepreneur,married,secondary,no,1152,no,no,unknown,19,dec,195,8,82,4,failure,no
51,self-employed,married,tertiary,no,-1723,no,no,telephone,26,may,279,7,256,3,failure,no
27,management,married,secondary,no,3924,yes,no,unknown,27,jul,690,3,-1,2,unknown,no
39,blue-collar,married,tertiary,no,6469,yes,yes,cellular,2,jul,599,6,204,1,failure,no
84,blue-collar,single,secondary,yes,-1358,yes,no,unknown,26,aug,131,2,221,2,unknown,no
86,admin.,married,secondary,no,1417,yes,no,cellular,12,may,152,8,-1,1,failure,no
67,admin.,married,secondary,no,4570,yes,yes,cellular,25,may,266,6,289,3,unknown,no
27,self-employed,single,secondary,no,1646,yes,no,unknown,6,jun,511,6,364,1,failure,no
27,entrepreneur,married,secondary,no,-3941,yes,no,cellular,20,jul,185,3,-1,4,unknown,no
55,blue-collar,single,unknown,no,2630,no,no,cellular,23,aug,31,2,-1,0,unknown,no
63,services,married,tertiary,no,-1636,no,no,cellular,8,feb,69,4,-1,4,failure,no
20,services,married,tertiary,no,-2512,yes,no,unknown,21,aug,40,4,-1,0,unknown,no
71,management,single,primary,no,-3883,no,no,cellular,5,apr,373,8,-1,1,failure,no
60,unemployed,single,primary,no,4871,no,no,cellular,20,jun,73,9,-1,5,unknown,no
18,housemaid,single,secondary,no,-1204,no,no,cellular,27,jun,1,6,-1,4,unknown,no
25,technician,married,tertiary,no,2300,yes,no,unknown,9,apr,303,8,-1,5,unknown,no
53,admin.,married,tertiary,no,3036,yes,no,cellular,27,dec,65,9,-1,3,unknown,no
74,services,single,secondary,no,1785,yes,no,cellular,19,jul,514,7,-1,0,unknown,no
82,unknown,married,unknown,no,2189,no,no,cellular,15,may,303,4,272,5,unknown,no
51,technician,single,primary,no,2443,no,no,cellular,10,feb,193,3,-1,4,unknown,yes
41,retired,married,secondary,no,1714,no,no,cellular,16,aug,251,3,-1,3,unknown,no
93,self-employed,single,secondary,no,-980,no,no,telephone,28,sep,379,3,-1,4,unknown,no
53,entrepreneur,married,secondary,no,-1248,no,yes,cellular,1,mar,56,2,-1,1,failure,no
42,services,married,tertiary,no,985,no,no,cellular,25,may,483,7,-1,4,unknown,yes
52,technician,married,tertiary,no,921,no,no,cellular,5,jul,86,9,-1,4,unknown,no
18,unknown,married,primary,no,2587,no,no,cellular,25,may,3,3,-1,0,success,no
41,management,single,secondary,no,4604,yes,no,telephone,16,may,393,4,-1,0,unknown,no
58,admin.,married,secondary,no,2331,no,no,telephone,26,may,68,9,-1,5,failure,no
89,retired,married,primary,no,-1132,yes,no,unknown,6,jun,16,9,-1,4,unknown,no
75,admin.,divorced,secondary,no,-5243,yes,no,cellular,2,may,9,1,194,1,unknown,no
78,blue-collar,single,secondary,no,-1006,no,no,cellular,14,may,269,4,-1,3,unknown,no
60,blue-collar,married,secondary,no,-2733,yes,yes,cellular,22,feb,10,4,-1,0,unknown,no
26,services,divorced,secondary,yes,-891,yes,yes,cellular,23,jan,142,3,-1,1,unknown,no
48,blue-collar,married,secondary,no,2026,no,no,unknown,22,dec,255,9,-1,0,unknown,no
95,blue-collar,single,tertiary,yes,1553,yes,no,cellular,23,feb,506,7,202,0,unknown,no
21,admin.,married,secondary,no,6874,yes,no,cellular,22,feb,88,1,-1,0,unknown,no
86,technician,married,secondary,no,2749,yes,no,telephone,25,oct,979,6,-1,0,success,no
71,services,married,secondary,no,7027,yes,no,cellular,5,dec,98,6,-1,5,unknown,no
40,admin.,married,tertiary,yes,3445,yes,no,unknown,7,sep,151,5,-1,0,nonexistent,no
78,admin.,married,primary,no,4557,yes,no,cellular,1,apr,763,7,-1,0,unknown,no
83,retired,married,primary,no,223,no,no,unknown,13,jul,65,4,-1,2,unknown,no
21,blue-collar,single,tertiary,no,-1923,yes,no,unknown,8,jul,64,7,57,3,unknown,no
26,retired,married,tertiary,no,-46,no,no,unknown,18,aug,464,5,136,4,unknown,no
69,management,married,secondary,no,1264,yes,yes,cellular,16,apr,12,9,-1,0,unknown,no
95,technician,divorced,secondary,no,-584,yes,no,cellular,17,may,207,8,-1,0,unknown,no
19,blue-collar,single,unknown,no,-1703,no,no,cellular,19,may,85,1,-1,0,unknown,no
69,services,divorced,primary,no,2550,yes,no,unknown,28,jul,24,2,-1,0,unknown,no
28,admin.,married,secondary,no,-1716,yes,no,cellular,3,may,196,4,-1,1,unknown,no
68,unknown,married,secondary,no,-3300,yes,no,cellular,8,jun,64,1,-1,4,unknown,yes
66,unknown,married,secondary,no,-2066,yes,yes,cellular,12,jul,152,1,-1,3,unknown,no
25,services,married,secondary,no,596,yes,no,unknown,2,oct,116,1,-1,1,unknown,no
71,management,married,tertiary,no,-1672,yes,no,cellular,23,nov,98,9,-1,0,unknown,no
87,blue-collar,single,secondary,no,615,yes,no,cellular,11,jul,898,5,-1,4,unknown,no
85,technician,single,secondary,no,3101,yes,no,unknown,5,apr,299,8,-1,4,unknown,no
20,services,single,secondary,no,3023,yes,yes,unknown,15,oct,127,8,-1,0,success,no
37,blue-collar,married,tertiary,no,-682,no,no,unknown,6,may,297,2,28,3,unknown,no
36,management,single,primary,no,-2611,yes,yes,cellular,11,feb,18,7,-1,5,failure,no
53,management,married,secondary,no,-426,no,no,cellular,19,may,227,6,-1,1,unknown,no
29,technician,divorced,tertiary,no,3266,no,no,cellular,9,jul,280,9,169,4,unknown,no
84,services,married,secondary,no,3967,yes,yes,cellular,24,apr,319,8,-1,2,nonexistent,no
78,self-employed,married,primary,no,2358,yes,no,cellular,8,may,61,6,-1,0,unknown,no
81,self-employed,married,secondary,no,4904,yes,no,cellular,4,mar,120,7,96,1,unknown,no
33,blue-collar,single,tertiary,no,6487,yes,no,cellular,12,jul,297,5,-1,2,unknown,no
19,housemaid,divorced,primary,no,-149,yes,no,cellular,6,jul,197,6,-1,0,unknown,yes
89,admin.,divorced,tertiary,no,5759,yes,no,unknown,20,jun,654,6,-1,1,unknown,no
40,technician,single,tertiary,no,518,no,no,cellular,15,may,506,8,-1,5,unknown,no
69,management,divorced,secondary,no,4359,no,no,unknown,5,sep,39,8,-1,0,unknown,no
88,management,single,secondary,no,3425,yes,no,unknown,10,may,63,2,-1,0,unknown,no
20,blue-collar,married,tertiary,no,-4631,no,yes,cellular,25,may,144,1,-1,2,unknown,no
18,blue-collar,single,secondary,no,-1598,yes,no,cellular,23,jun,240,3,-1,5,success,no
18,retired,married,tertiary,no,-2363,yes,no,unknown,18,jul,201,5,-1,4,unknown,yes
30,blue-collar,married,tertiary,no,-4046,yes,no,unknown,26,aug,65,2,-1,3,unknown,no
22,admin.,married,primary,no,3937,no,no,cellular,4,feb,137,4,-1,4,unknown,no
81,technician,married,tertiary,no,7506,yes,no,cellular,21,sep,145,4,-1,0,unknown,no
65,housemaid,divorced,secondary,no,526,no,no,unknown,1,may,46,9,206,1,unknown,no
94,housemaid,divorced,secondary,no,3862,no,no,telephone,17,nov,272,4,-1,5,unknown,no
80,management,married,secondary,no,5753,yes,yes,telephone,2,jun,294,2,243,4,unknown,no
93,technician,single,secondary,no,1924,yes,no,cellular,10,jun,113,4,-1,2,unknown,no
36,blue-collar,married,tertiary,no,1224,yes,no,unknown,3,may,264,1,-1,1,unknown,no
40,student,married,tertiary,no,562,no,yes,cellular,8,jun,195,1,-1,1,unknown,yes
84,unemployed,married,secondary,no,2912,yes,no,cellular,19,jun,112,6,-1,0,unknown,no
37,services,married,secondary,no,3924,yes,no,unknown,22,nov,1279,3,-1,5,unknown,no
22,management,married,tertiary,no,2685,yes,no,cellular,27,oct,475,6,-1,1,unknown,no
70,student,married,tertiary,no,2582,no,no,cellular,28,jun,227,1,-1,4,failure,no
80,management,married,secondary,no,1146,no,no,telephone,4,oct,333,3,-1,2,unknown,no
93,management,married,secondary,no,-3478,yes,yes,cellular,26,sep,10,6,-1,5,unknown,no
90,management,divorced,tertiary,no,3993,yes,yes,unknown,8,dec,191,5,-1,0,unknown,no
27,blue-collar,married,secondary,no,-2553,yes,no,cellular,25,may,57,6,-1,3,failure,no
78,admin.,married,secondary,no,3158,yes,no,cellular,25,may,348,6,-1,0,unknown,no
83,management,married,secondary,no,3567,yes,no,cellular,26,dec,43,3,-1,0,unknown,no
72,blue-collar,married,secondary,no,-2121,no,no,cellular,15,jul,180,4,-1,2,failure,no
81,management,married,primary,no,-523,yes,no,cellular,22,jun,408,4,-1,3,unknown,no
83,retired,married,primary,yes,7664,yes,yes,cellular,12,may,374,4,-1,5,unknown,no
52,unemployed,single,tertiary,no,1061,yes,no,cellular,3,mar,199,8,-1,0,unknown,no
21,admin.,married,unknown,no,-2360,yes,no,cellular,14,may,398,2,-1,3,unknown,no
53,self-employed,single,secondary,no,3702,no,no,cellular,6,may,56,6,-1,4,unknown,no
33,management,married,primary,no,-1018,no,no,cellular,3,jun,70,7,-1,5,failure,no
26,admin.,married,tertiary,no,-4461,yes,no,cellular,4,jun,8,4,100,1,unknown,no
27,blue-collar,married,secondary,no,2859,yes,no,cellular,7,jun,266,4,220,0,failure,no
72,admin.,married,unknown,no,-1449,no,no,cellular,23,feb,270,7,365,5,unknown,no
57,blue-collar,married,secondary,no,2263,no,no,unknown,27,jan,270,6,-1,5,unknown,no
60,blue-collar,married,secondary,no,-1138,no,no,cellular,24,jun,140,5,242,1,unknown,no
76,management,married,secondary,no,3421,no,no,unknown,19,may,110,4,-1,0,unknown,no
60,management,single,secondary,no,1850,no,no,unknown,25,nov,380,1,-1,3,unknown,no
67,admin.,married,tertiary,no,-6467,no,no,unknown,9,may,219,2,-1,1,failure,yes
24,blue-collar,married,primary,yes,2446,no,yes,unknown,26,may,130,5,-1,3,unknown,no
84,admin.,single,tertiary,no,430,no,no,cellular,27,jun,24,7,-1,0,unknown,no
53,retired,married,tertiary,no,5550,no,no,cellular,5,jul,311,2,-1,5,unknown,no
30,blue-collar,single,tertiary,no,2485,no,no,telephone,12,mar,705,4,-1,2,unknown,yes
81,retired,divorced,tertiary,no,3568,yes,no,cellular,8,aug,377,3,-1,0,unknown,yes
75,blue-collar,divorced,secondary,no,-831,yes,no,cellular,4,apr,160,2,153,1,unknown,no
22,admin.,married,secondary,no,-1070,no,no,telephone,5,may,73,9,-1,3,unknown,no
33,unemployed,married,tertiary,no,1223,yes,no,cellular,28,may,110,9,-1,4,failure,no
19,admin.,single,secondary,no,218,yes,no,cellular,6,jun,399,9,-1,0,failure,no
39,blue-collar,single,primary,no,5314,yes,no,cellular,19,jul,54,9,-1,4,unknown,no
25,blue-collar,single,secondary,no,840,yes,no,cellular,25,aug,925,4,-1,5,nonexistent,no
73,unknown,married,secondary,no,-2374,yes,no,unknown,22,jun,504,7,-1,1,success,no
58,retired,married,tertiary,no,-1182,yes,no,telephone,13,apr,782,3,-1,3,unknown,yes
94,retired,married,secondary,no,4195,yes,no,cellular,1,jul,88,6,256,4,unknown,no
76,unknown,married,tertiary,no,798,yes,no,cellular,12,jun,67,3,-1,5,unknown,yes
65,admin.,married,unknown,no,637,yes,yes,cellular,8,jul,269,6,-1,0,unknown,no
57,unknown,divorced,secondary,no,4480,yes,no,cellular,25,may,16,4,-1,5,unknown,no
22,blue-collar,married,tertiary,no,-1444,yes,no,unknown,27,may,714,4,-1,0,unknown,no
23,self-employed,single,primary,no,-5405,yes,no,telephone,7,jul,76,1,-1,3,failure,no
66,management,divorced,primary,no,-1258,no,no,unknown,5,jun,79,3,-1,0,unknown,no
18,housemaid,married,secondary,no,2026,yes,no,cellular,23,oct,81,4,-1,0,unknown,no
21,unemployed,married,secondary,no,551,no,no,cellular,25,aug,111,6,-1,1,unknown,no
35,blue-collar,single,secondary,no,-3381,no,no,cellular,28,jun,25,8,-1,0,failure,no
86,unknown,married,secondary,no,4348,yes,no,cellular,22,may,477,7,-1,0,unknown,no
53,housemaid,married,secondary,no,1790,yes,no,cellular,13,jan,607,5,-1,1,unknown,no
73,self-employed,single,primary,no,2467,yes,no,cellular,11,may,135,5,-1,0,unknown,no
50,unknown,single,tertiary,no,2558,yes,no,cellular,2,may,17,5,-1,2,unknown,no
31,admin.,single,primary,no,-2595,no,yes,cellular,25,apr,419,9,186,1,nonexistent,no
46,technician,divorced,tertiary,no,2208,no,no,unknown,28,jul,5,8,-1,3,unknown,no
25,retired,married,tertiary,no,4022,no,yes,cellular,26,may,0,4,-1,5,unknown,no
78,services,single,tertiary,no,4720,no,no,cellular,17,feb,41,6,-1,0,failure,no
32,blue-collar,single,secondary,no,3463,no,no,unknown,25,may,679,4,-1,5,unknown,no
47,management,single,tertiary,no,2839,no,no,cellular,1,aug,242,6,-1,3,unknown,no
94,services,single,tertiary,no,-3912,yes,yes,cellular,12,may,70,4,-1,5,failure,no
64,management,single,tertiary,no,1255,yes,no,cellular,4,nov,493,8,-1,2,success,no
53,blue-collar,divorced,unknown,no,-1569,yes,no,cellular,17,sep,225,7,-1,0,unknown,no
60,blue-collar,married,secondary,no,5146,yes,no,unknown,1,oct,15,2,-1,1,unknown,no
79,technician,single,secondary,no,4691,yes,no,cellular,9,jul,42,1,-1,0,unknown,no
37,admin.,married,tertiary,no,-1551,yes,no,cellular,12,aug,234,9,-1,5,unknown,no
67,services,married,primary,no,1162,no,no,cellular,4,may,57,4,-1,3,unknown,yes
86,unknown,single,secondary,no,2045,yes,no,cellular,3,jul,69,2,-1,5,unknown,no
62,admin.,single,tertiary,no,4002,no,no,cellular,26,may,115,7,-1,3,unknown,no
52,blue-collar,married,tertiary,no,-3726,yes,no,cellular,8,may,7,5,139,5,unknown,no
29,services,married,secondary,no,-5328,yes,no,cellular,28,dec,87,5,-1,1,unknown,no
37,admin.,married,secondary,no,1414,no,no,cellular,11,jun,70,6,-1,1,unknown,no
91,retired,married,secondary,no,-6294,yes,yes,cellular,2,feb,130,3,-1,4,unknown,no
60,services,married,secondary,no,1775,no,no,unknown,3,may,25,6,-1,4,unknown,no
41,retired,divorced,tertiary,no,3076,no,no,unknown,20,jun,99,6,-1,5,nonexistent,no
50,entrepreneur,married,tertiary,no,5008,yes,no,telephone,1,sep,53,6,-1,5,unknown,no
63,services,divorced,secondary,no,-567,yes,no,unknown,27,nov,183,9,-1,1,unknown,no
59,retired,married,secondary,no,1783,yes,no,cellular,8,apr,108,4,-1,4,unknown,no
72,blue-collar,single,tertiary,no,3254,yes,no,unknown,18,feb,159,5,-1,5,unknown,no
38,retired,married,tertiary,no,-2227,no,yes,unknown,13,apr,51,7,-1,1,unknown,no
68,technician,single,secondary,no,4046,no,no,unknown,2,jul,310,7,-1,0,unknown,yes
52,services,single,secondary,no,2123,yes,no,unknown,20,jun,71,9,-1,3,unknown,no
91,management,single,primary,no,-516,no,no,unknown,1,aug,44,2,381,2,unknown,no
30,blue-collar,divorced,tertiary,no,1724,no,no,cellular,23,jul,249,9,-1,4,unknown,no
29,admin.,married,secondary,no,881,yes,no,unknown,15,mar,220,5,-1,1,unknown,no
54,blue-collar,married,secondary,no,3640,yes,yes,cellular,9,may,64,2,-1,2,unknown,no
57,admin.,married,tertiary,no,218,no,no,cellular,27,may,134,3,-1,3,unknown,no
71,unknown,single,tertiary,no,1981,no,no,cellular,6,jul,237,4,-1,3,unknown,no
49,blue-collar,married,tertiary,no,-562,yes,no,cellular,8,jul,307,9,-1,0,unknown,no
89,technician,married,secondary,no,-1513,yes,no,cellular,19,dec,103,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,1814,yes,no,cellular,10,apr,0,2,323,3,unknown,no
28,blue-collar,married,tertiary,no,-1390,no,no,cellular,14,nov,30,7,-1,2,unknown,no
27,management,single,unknown,no,3701,no,no,cellular,23,may,22,9,244,1,unknown,yes
93,blue-collar,single,unknown,yes,3076,yes,no,cellular,26,may,17,1,-1,4,unknown,no
28,technician,single,tertiary,no,-995,no,no,cellular,23,feb,36,4,-1,2,unknown,no
91,unknown,single,secondary,no,1941,yes,no,telephone,3,may,653,4,277,3,unknown,no
39,technician,divorced,secondary,no,-1009,no,no,unknown,27,may,41,5,-1,4,unknown,no
25,blue-collar,married,secondary,no,-3512,no,no,telephone,12,may,20,7,-1,4,unknown,no
41,technician,divorced,tertiary,no,-491,yes,no,cellular,24,jun,27,5,-1,2,unknown,no
65,blue-collar,married,secondary,no,1149,yes,no,unknown,9,aug,217,2,-1,0,failure,no
51,technician,single,tertiary,no,2864,yes,no,unknown,17,aug,585,3,284,3,unknown,no
79,management,single,tertiary,no,1748,no,no,cellular,28,aug,81,7,-1,1,unknown,no
65,blue-collar,married,unknown,no,4023,no,no,cellular,27,aug,290,3,-1,5,unknown,yes
49,blue-collar,married,tertiary,no,-1643,yes,no,cellular,19,dec,51,5,311,5,unknown,no
67,admin.,married,secondary,no,169,no,no,unknown,18,jan,473,4,-1,5,unknown,yes
93,blue-collar,married,secondary,no,6233,no,no,unknown,1,dec,178,4,-1,4,unknown,no
50,technician,divorced,unknown,no,-4493,yes,no,unknown,17,may,33,7,-1,5,unknown,no
29,technician,married,secondary,no,-55,yes,no,unknown,12,jun,29,3,-1,5,unknown,no
49,unknown,married,secondary,no,-1914,yes,no,unknown,1,jun,105,7,-1,1,unknown,no
83,admin.,married,unknown,no,713,yes,yes,cellular,27,jan,9,7,-1,3,unknown,no
34,retired,married,tertiary,no,-3,no,no,cellular,13,may,75,9,-1,2,unknown,no
92,blue-collar,married,secondary,no,3106,no,no,cellular,22,may,151,5,247,0,unknown,no
63,retired,married,primary,no,2066,yes,no,cellular,2,aug,319,1,-1,4,unknown,no
64,blue-collar,married,secondary,no,-2616,yes,no,cellular,7,oct,326,7,-1,0,success,no
42,blue-collar,married,tertiary,no,-464,yes,no,cellular,26,apr,69,7,-1,5,unknown,no
89,retired,married,secondary,no,1299,yes,no,unknown,27,may,115,1,-1,4,unknown,no
20,blue-collar,married,secondary,no,3518,yes,no,cellular,1,jul,268,2,-1,1,unknown,no
41,management,single,secondary,no,8598,no,no,unknown,25,may,227,4,305,0,failure,no
50,services,married,tertiary,no,3408,no,no,unknown,9,may,6,5,-1,5,unknown,no
55,blue-collar,married,tertiary,no,-1737,no,no,cellular,7,may,22,5,-1,4,unknown,no
54,unemployed,divorced,secondary,no,1018,yes,no,cellular,28,jul,214,2,-1,2,unknown,no
29,management,married,secondary,no,1842,yes,no,cellular,15,may,117,2,-1,4,unknown,no
35,technician,married,secondary,no,-258,no,no,unknown,23,feb,162,9,-1,4,unknown,no
25,services,single,secondary,no,2710,yes,no,unknown,4,jan,206,7,-1,3,unknown,yes
62,services,married,secondary,no,-5514,yes,no,cellular,22,jun,380,5,-1,3,unknown,no
45,services,single,secondary,no,2959,no,no,telephone,11,may,889,3,-1,0,unknown,no
62,technician,single,secondary,no,-129,no,no,unknown,20,jun,49,5,-1,1,unknown,no
63,retired,divorced,secondary,no,970,no,no,cellular,19,oct,95,9,-1,1,unknown,no
72,blue-collar,divorced,secondary,no,5697,yes,no,telephone,2,may,237,3,-1,0,failure,no
60,admin.,married,secondary,no,-2484,no,yes,cellular,25,may,147,3,-1,4,unknown,no
68,retired,single,primary,no,2118,yes,yes,cellular,9,jan,163,5,-1,0,unknown,no
63,admin.,married,tertiary,no,3681,yes,yes,unknown,11,dec,133,2,-1,1,failure,yes
68,blue-collar,single,secondary,no,1811,yes,no,cellular,23,jun,148,1,-1,3,success,no
66,admin.,married,primary,no,-3542,no,no,unknown,25,aug,0,9,-1,3,unknown,no
42,retired,married,unknown,no,5351,yes,no,telephone,26,sep,60,7,-1,3,unknown,no
37,blue-collar,married,secondary,no,665,no,no,cellular,13,dec,94,4,-1,5,unknown,yes
79,retired,married,tertiary,no,-282,no,no,unknown,10,sep,106,6,-1,2,unknown,no
44,technician,married,secondary,no,368,no,no,cellular,23,may,24,5,-1,3,unknown,no
60,technician,married,tertiary,no,153,yes,no,cellular,8,jun,331,1,-1,3,unknown,no
33,blue-collar,divorced,secondary,no,-2270,no,no,cellular,19,dec,295,7,193,0,unknown,no
51,retired,married,secondary,no,1794,yes,no,unknown,7,jul,112,1,-1,3,unknown,yes
59,retired,single,tertiary,no,-491,yes,no,unknown,6,aug,505,6,-1,3,unknown,no
66,management,single,tertiary,no,3312,yes,no,cellular,16,nov,1009,3,-1,0,failure,no
59,services,single,secondary,no,2852,no,yes,cellular,25,jul,125,4,205,0,unknown,no
46,blue-collar,married,tertiary,no,6177,no,no,unknown,9,jul,24,5,-1,1,unknown,no
93,unknown,single,secondary,no,665,no,no,telephone,21,jul,210,4,-1,2,unknown,no
57,admin.,single,tertiary,no,-1109,yes,no,cellular,1,may,14,3,30,2,unknown,no
81,technician,single,tertiary,no,-3109,yes,no,cellular,20,may,288,1,381,1,unknown,no
75,retired,divorced,primary,no,7880,yes,no,cellular,11,jul,192,2,175,2,unknown,no
61,blue-collar,married,tertiary,no,3286,no,no,cellular,3,dec,6,7,-1,1,unknown,no
87,student,married,unknown,no,-777,no,no,cellular,16,nov,151,1,-1,5,unknown,no
28,admin.,divorced,tertiary,no,6379,no,no,unknown,7,may,25,5,-1,3,unknown,no
89,technician,married,primary,no,5368,yes,no,telephone,18,sep,941,3,-1,5,failure,no
84,retired,single,tertiary,no,-2753,yes,no,cellular,2,jan,276,7,-1,3,failure,no
57,admin.,married,secondary,no,-960,no,no,unknown,10,jul,254,6,-1,3,unknown,no
75,admin.,married,secondary,no,903,yes,no,cellular,7,nov,102,2,-1,2,unknown,no
58,student,married,tertiary,no,-1910,yes,no,unknown,9,dec,159,7,-1,1,unknown,no
38,blue-collar,married,secondary,no,1010,yes,yes,cellular,1,jul,514,6,-1,1,unknown,no
80,technician,divorced,tertiary,no,3435,yes,no,cellular,8,jul,8,3,-1,4,unknown,no
37,technician,married,tertiary,no,-2819,yes,no,cellular,3,may,398,8,-1,2,unknown,no
42,services,single,secondary,no,2179,no,no,cellular,18,jul,21,4,-1,1,unknown,no
58,blue-collar,married,unknown,no,4805,no,yes,telephone,13,may,331,1,-1,2,failure,no
83,services,divorced,secondary,no,2500,no,yes,cellular,8,feb,108,6,-1,2,unknown,no
47,unemployed,married,secondary,no,1073,yes,no,cellular,18,sep,3,5,-1,4,failure,no
56,admin.,married,secondary,no,-704,no,no,cellular,26,feb,111,4,-1,5,unknown,no
21,blue-collar,married,primary,no,3792,yes,no,telephone,16,jul,21,5,-1,5,success,no
27,blue-collar,married,tertiary,no,-2230,yes,no,telephone,8,may,60,9,-1,5,unknown,no
22,housemaid,divorced,secondary,no,2028,yes,no,unknown,12,feb,91,4,-1,4,unknown,no
23,student,divorced,tertiary,no,1376,yes,no,unknown,23,apr,62,7,-1,5,unknown,no
85,management,married,unknown,no,4676,no,no,unknown,3,apr,353,8,-1,4,unknown,no
83,retired,married,tertiary,no,-448,no,no,cellular,9,may,380,6,-1,0,unknown,no
82,blue-collar,married,secondary,no,-193,yes,no,unknown,14,jul,24,9,-1,1,unknown,no
22,blue-collar,married,tertiary,no,-2425,no,no,cellular,18,jun,17,5,-1,2,failure,yes
24,blue-collar,married,primary,no,2611,yes,no,telephone,17,may,25,3,-1,4,unknown,no
39,technician,married,tertiary,no,28,yes,yes,unknown,20,sep,100,5,392,4,unknown,no
62,retired,single,secondary,no,-1286,no,yes,cellular,27,aug,21,2,-1,5,nonexistent,yes
44,housemaid,divorced,tertiary,no,-1000,no,no,cellular,5,jul,105,3,-1,0,unknown,no
56,technician,married,secondary,no,2911,no,no,cellular,14,jul,168,2,-1,3,unknown,no
31,admin.,married,secondary,no,-2008,yes,no,unknown,11,jul,98,1,-1,4,unknown,no
75,blue-collar,married,unknown,no,-1742,yes,no,cellular,3,may,40,2,-1,2,success,no
42,blue-collar,married,secondary,no,3989,yes,no,unknown,4,may,225,8,-1,2,unknown,no
23,unknown,married,tertiary,no,801,yes,yes,cellular,18,may,75,8,287,3,failure,yes
75,services,single,tertiary,yes,4166,yes,no,cellular,15,aug,513,9,-1,5,unknown,no
88,retired,married,secondary,no,221,yes,no,cellular,9,may,197,1,-1,2,unknown,no
19,admin.,single,secondary,no,1296,yes,no,unknown,26,dec,3,9,-1,2,success,no
52,blue-collar,divorced,secondary,no,1768,yes,no,cellular,9,feb,403,4,-1,0,unknown,no
82,self-employed,divorced,tertiary,no,5461,no,no,unknown,17,may,254,4,390,1,success,no
73,housemaid,single,unknown,no,5217,yes,no,telephone,28,apr,454,2,-1,0,failure,no
84,technician,married,secondary,no,4759,yes,no,unknown,20,aug,77,9,-1,5,unknown,no
50,technician,married,tertiary,no,-586,no,no,cellular,21,jun,105,9,-1,5,unknown,yes
47,management,married,secondary,no,-1660,no,no,cellular,8,jul,61,7,-1,4,unknown,no
73,student,divorced,secondary,no,3582,yes,no,cellular,26,jul,442,1,-1,1,unknown,no
29,unknown,divorced,tertiary,no,5430,yes,no,cellular,14,feb,15,4,-1,2,unknown,no
